,address,latitude,longitude
96,104 TOWNER RD,1.32028930650381,103.858510209665
97,3A UPP BOON KENG RD,1.31382812861788,103.872380770457
98,3B UPP BOON KENG RD,1.31429873353526,103.872828236608
99,55 MARINE TER,1.30542368483748,103.914004754803
100,634 PASIR RIS DR 1,1.37757926860245,103.9406595852
101,458 PASIR RIS DR 4,1.37141488256463,103.959637410427
102,231 PASIR RIS DR 4,1.37337990743405,103.961401813164
103,697A JURONG WEST CTRL 3,1.34103443749636,103.708340995245
104,155 YUNG LOH RD,1.32767173847341,103.722407547175
105,315 JURONG EAST ST 32,1.34603432938681,103.732850513855
106,62 TEBAN GDNS RD,1.32149903397958,103.738982186646
107,119 HO CHING RD,1.33529905914454,103.724712974749
108,120 HO CHING RD,1.33540764836183,103.724260953568
109,560A JURONG WEST ST 42,1.3533579932237,103.719829055981
110,405 PANDAN GDNS,1.31923420667707,103.749654325298
111,22 TEBAN GDNS RD,1.32277239024452,103.739714299254
112,30 TEBAN GDNS RD,1.3208228255704,103.73907552675
113,312 JURONG EAST ST 32,1.34691464537256,103.732174273854
114,164A YUNG KUANG RD,1.33018740882956,103.721875506696
115,302 JURONG EAST ST 32,1.34463475789512,103.734446758248
116,39 TEBAN GDNS RD,1.32136881127061,103.742845114726
117,57 TEBAN GDNS RD,1.32254226544254,103.737560699176
118,306 JURONG EAST ST 32,1.34607046577403,103.735252691468
119,372 JURONG EAST ST 32,1.34865823382569,103.731789499274
120,432 JURONG WEST ST 42,1.35256372860883,103.723569457588
121,339D KANG CHING RD,1.33875703748672,103.72215701993
122,180C BOON LAY DR,1.34842916785754,103.708720552283
123,698B JURONG WEST CTRL 3,1.3406512946922,103.707506154373
124,275A JURONG WEST ST 25,1.35241293267711,103.702221239788
125,419 JURONG WEST ST 42,1.3509338709282,103.727172730504
126,403 JURONG WEST ST 42,1.35383921247336,103.721479705196
127,561B JURONG WEST ST 42,1.35477102717501,103.71967262747
128,648C JURONG WEST ST 61,1.33896761050208,103.697949800478
129,747 JURONG WEST ST 73,1.34761575693698,103.697320999848
130,824 JURONG WEST ST 81,1.34640004716841,103.69413936089
131,844 JURONG WEST ST 81,1.34493825499181,103.692382237035
132,339C KANG CHING RD,1.33851437919815,103.721677989652
133,325 TAH CHING RD,1.33598238025896,103.723127904618
134,165B YUNG KUANG RD,1.33064472260389,103.722321863113
135,166B YUNG KUANG RD,1.3312465772439,103.722255844894
136,791 CHOA CHU KANG NTH 6,1.39556435453546,103.749987137326
137,686C CHOA CHU KANG CRES,1.40468369607815,103.74900201661
138,114 PASIR RIS ST 11,1.36845058392966,103.954961424604
139,34 BEDOK STH AVE 2,1.32205652925918,103.93835472666
140,115 BEDOK RESERVOIR RD,1.33067394377665,103.908738351193
141,629 BEDOK RESERVOIR RD,1.33439907405514,103.914501165343
142,99 BEDOK NTH AVE 4,1.33393217749941,103.939470307742
143,6 BEDOK STH AVE 2,1.32221710776614,103.934991224907
144,8 BEDOK STH AVE 2,1.32284176978435,103.936046815062
145,626 BEDOK RESERVOIR RD,1.33436836445678,103.915682191976
146,106 LENGKONG TIGA,1.32508845931345,103.91000876961
147,150 BEDOK RESERVOIR RD,1.33615375353551,103.912672307759
148,187B BEDOK NTH ST 4,1.3304987981324,103.939995686405
149,524 BEDOK NTH ST 3,1.33484035279202,103.930637846839
150,30 NEW UPP CHANGI RD,1.32352678658792,103.936423904386
151,29 NEW UPP CHANGI RD,1.32395813360222,103.936341250384
152,20 CHAI CHEE RD,1.32627271243233,103.922885287154
153,662 JLN DAMAI,1.33465458085889,103.908221555514
154,203 BISHAN ST 23,1.35453674224831,103.847451973086
155,447 CHOA CHU KANG AVE 4,1.38063153935279,103.737541428307
156,440A BT BATOK WEST AVE 8,1.35522654404615,103.738772439227
157,364 BT BATOK ST 31,1.36066491115595,103.749321018638
158,293A BT BATOK ST 21,1.34593565587377,103.754650908839
159,163 BT BATOK ST 11,1.34814949552612,103.742658130106
160,292C BT BATOK EAST AVE 6,1.34497578759799,103.753614683753
161,292B BT BATOK EAST AVE 6,1.34477953186313,103.753961675829
162,268 BT BATOK EAST AVE 4,1.34926274020427,103.759190085587
163,501 BT BATOK ST 52,1.35149318644467,103.75499812254
164,450 SIN MING AVE,1.35835553844469,103.830397807509
165,360 BT BATOK ST 31,1.36106704830424,103.750625432011
166,164 BT BATOK ST 11,1.34771697477219,103.742831711054
167,248 BT BATOK EAST AVE 5,1.35025884075015,103.756604724025
168,226 BT BATOK CTRL,1.34873337819665,103.753174278473
169,450A BT BATOK WEST AVE 6,1.35279091158198,103.744536033565
170,404 SIN MING AVE,1.36266292719983,103.834267527044
171,59 CHAI CHEE RD,1.32488916644196,103.920246730461
172,55 CHAI CHEE DR,1.32684846948333,103.919015573079
173,33 BEDOK STH AVE 2,1.32283703302242,103.939124525951
174,587 ANG MO KIO AVE 3,1.37018880409798,103.852429487897
175,337 ANG MO KIO AVE 1,1.36319555672393,103.851616001112
176,650 ANG MO KIO ST 61,1.37769118043958,103.84274515222
177,256 ANG MO KIO AVE 4,1.37061517595951,103.83596769452
178,110 ANG MO KIO AVE 4,1.37045937010888,103.837419259859
179,178 ANG MO KIO AVE 4,1.37619319942083,103.837038191014
180,129 ANG MO KIO AVE 3,1.36989498895756,103.842059049722
181,22 BEDOK STH AVE 1,1.3228317365472,103.932852166088
182,346 ANG MO KIO AVE 3,1.36709586875167,103.84966230288
183,434 ANG MO KIO AVE 10,1.3678915069194,103.85345502653
184,549 ANG MO KIO AVE 10,1.37316478582721,103.857411830838
185,471 ANG MO KIO AVE 10,1.36346600647245,103.856702918462
186,319 ANG MO KIO AVE 1,1.36511023350774,103.847379037914
187,330 ANG MO KIO AVE 1,1.36243186402478,103.851030689651
188,576 ANG MO KIO AVE 10,1.37140239598539,103.854845849383
189,572 ANG MO KIO AVE 3,1.37025836061034,103.855969042929
190,621 ANG MO KIO AVE 9,1.3830287591126,103.840669099959
191,591A ANG MO KIO ST 51,1.37093324079314,103.851940766136
192,596A ANG MO KIO ST 52,1.37243023974423,103.850949173949
193,305 ANG MO KIO AVE 1,1.36608459098943,103.846013895433
194,259 ANG MO KIO AVE 2,1.36858148248531,103.831557777899
195,215 ANG MO KIO AVE 1,1.36655830166122,103.841624082978
196,536 BEDOK NTH ST 3,1.3335411894605,103.923190774432
197,554 BEDOK NTH ST 3,1.33258669367715,103.928200054845
198,542 BEDOK NTH ST 3,1.33066591127441,103.922843980645
199,540 BEDOK NTH ST 3,1.33112972920094,103.922092625931
200,748B BEDOK RESERVOIR CRES,1.33629391354583,103.921242294579
201,616 BEDOK RESERVOIR RD,1.33182713238417,103.914991045591
202,709 BEDOK RESERVOIR RD,1.33541606502637,103.922350075379
203,620 BEDOK RESERVOIR RD,1.33433432226397,103.917712559288
204,337 BT BATOK ST 34,1.36348296381773,103.749393361059
205,510 BT BATOK ST 52,1.35275159558485,103.754823604086
206,395 BT BATOK WEST AVE 5,1.36631689866947,103.752287629198
207,524 JELAPANG RD,1.3861354959637,103.765863505451
208,17 TOH YI DR,1.33976904024065,103.772556110778
209,181 JELEBU RD,1.37925788735519,103.762997101416
210,614 SENJA RD,1.38454850292013,103.760865902822
211,625 SENJA RD,1.38563406119189,103.760361050815
212,410 SAUJANA RD,1.38249502425508,103.767319126589
213,167 PETIR RD,1.37768707307101,103.765102401589
214,601 SENJA RD,1.38191601013855,103.762499853661
215,443D FAJAR RD,1.38061381455692,103.770645093029
216,485 SEGAR RD,1.38868132378093,103.771312569429
217,455 SEGAR RD,1.38729105122449,103.770822142944
218,459 SEGAR RD,1.38761161193831,103.771717424957
219,143 PETIR RD,1.37637448213033,103.76732428038
220,226 PENDING RD,1.3752365534347,103.772368439119
221,9 JLN KUKOH,1.2876742577682,103.838857901085
222,4 SAGO LANE,1.28180062242257,103.842908159495
223,1 TG PAGAR PLAZA,1.27568847511494,103.842433449984
224,263 WATERLOO ST,1.29860886084679,103.852267043086
225,1G CANTONMENT RD,1.27553229128302,103.841274606704
226,632 VEERASAMY RD,1.30606601392047,103.854501603493
227,1C CANTONMENT RD,1.27744909387079,103.841666679651
228,1E CANTONMENT RD,1.27662168290503,103.841156133831
229,803A KEAT HONG CL,1.37386468483914,103.742970078269
230,2 TECK WHYE AVE,1.38193350023798,103.75183468578
231,16 TECK WHYE LANE,1.37842710387364,103.754911815576
232,132 CHOA CHU KANG AVE 1,1.38106199176972,103.750795989119
233,286 CHOA CHU KANG AVE 3,1.37961096389848,103.741537948984
234,472 CHOA CHU KANG AVE 3,1.37908544061279,103.737542449427
235,465 CHOA CHU KANG AVE 4,1.37729601829662,103.736538815878
236,450 CHOA CHU KANG AVE 4,1.37953908953632,103.736076503187
237,442 FAJAR RD,1.3822511534931,103.77123566611
238,449 BT PANJANG RING RD,1.38417096583004,103.772386971275
239,450B BT BATOK WEST AVE 6,1.35235753004524,103.744395918688
240,442B BT BATOK WEST AVE 8,1.35713363707316,103.73817224451
241,16 TAMAN HO SWEE,1.2880016960752,103.831614592325
242,129 BT MERAH VIEW,1.28357870670139,103.823819212586
243,7 TELOK BLANGAH CRES,1.27836137310785,103.819384010497
244,402 BT BATOK WEST AVE 7,1.36470350565862,103.744246776207
245,122 BT BATOK CTRL,1.35204347678175,103.746952273416
246,443C BT BATOK WEST AVE 8,1.35557897178099,103.737833820151
247,394 BT BATOK WEST AVE 5,1.36642311199961,103.752688625262
248,548B SEGAR RD,1.38942073606675,103.768573656612
249,449A BT BATOK WEST AVE 9,1.35234861922854,103.74151018118
250,165 BT BATOK WEST AVE 8,1.34733680035748,103.741974925853
251,445A BT BATOK WEST AVE 8,1.35097419119069,103.739240258216
252,451B BT BATOK WEST AVE 6,1.35248381356888,103.743414725495
253,5 TELOK BLANGAH CRES,1.27872402905423,103.819220384802
254,65 TELOK BLANGAH DR,1.27406230448123,103.810424079622
255,11 CANTONMENT CL,1.27442604746069,103.839671514269
256,112B DEPOT RD,1.28156873918268,103.80773165728
257,56 HAVELOCK RD,1.29012952655141,103.828914256572
258,25B JLN MEMBINA,1.28362146974577,103.825391035279
259,118C JLN MEMBINA,1.2821693708226,103.826333715085
260,70B TELOK BLANGAH HTS,1.27674945693288,103.810541543465
261,70C TELOK BLANGAH HTS,1.2759961853765,103.810862988227
262,90A TELOK BLANGAH ST 31,1.27773457800288,103.807093263136
263,117 BT MERAH CTRL,1.28365235024006,103.815411052175
264,19 CANTONMENT CL,1.2738835418848,103.839003328569
265,13 JLN BT MERAH,1.28771895880048,103.807280589371
266,118B JLN MEMBINA,1.28178928032033,103.825989640948
267,116 PENDING RD,1.37717208956785,103.768616764303
268,150 PETIR RD,1.37704616042499,103.766883474367
269,216 PETIR RD,1.37463746606325,103.774664267756
270,417 PASIR RIS DR 6,1.37193962542694,103.955451668479
271,85 CIRCUIT RD,1.32265241052434,103.885755259463
272,252 PASIR RIS ST 21,1.36802092556576,103.962716867436
273,25 TOA PAYOH EAST,1.33356606706026,103.856981751253
274,79B TOA PAYOH CTRL,1.33464078301907,103.847990266882
275,119 POTONG PASIR AVE 1,1.33456149665389,103.862943044844
276,220 LOR 8 TOA PAYOH,1.34261673404284,103.856454868244
277,84 LOR 2 TOA PAYOH,1.33522145763857,103.847653597573
278,206 TOA PAYOH NTH,1.34231481526298,103.846508898326
279,1 LOR 7 TOA PAYOH,1.33943033543358,103.853442790992
280,201 TOA PAYOH NTH,1.34113803607795,103.850126597142
281,61 LOR 5 TOA PAYOH,1.33645683383018,103.852110981584
282,130A LOR 1 TOA PAYOH,1.33739384161997,103.843183616479
283,110 LOR 1 TOA PAYOH,1.34155275067394,103.846385947783
284,892A TAMPINES AVE 8,1.34877669308884,103.929694521418
285,874 TAMPINES ST 84,1.35371258898409,103.931944756571
286,887 TAMPINES ST 81,1.35046411304959,103.931896396161
287,79A TOA PAYOH CTRL,1.33453129537675,103.847565695822
288,204 TOA PAYOH NTH,1.34148414007449,103.849067723667
289,366 WOODLANDS AVE 5,1.43374240160648,103.787381727991
290,573C WOODLANDS DR 16,1.43050173672501,103.797682947729
291,8 MARSILING DR,1.44134504107456,103.777182721751
292,311 WOODLANDS ST 31,1.43045857968039,103.77616959046
293,313 WOODLANDS ST 31,1.43080387256595,103.776172390442
294,159 WOODLANDS ST 13,1.43367896562385,103.774587099483
295,694D WOODLANDS DR 62,1.43860258381124,103.805091219141
296,125 POTONG PASIR AVE 1,1.33541493957748,103.865168758339
297,7 UPP ALJUNIED LANE,1.33471455041652,103.878708329058
298,217 LOR 8 TOA PAYOH,1.34265870846085,103.854665608196
299,62 LOR 4 TOA PAYOH,1.33630140095745,103.85148836375
300,121 LOR 2 TOA PAYOH,1.3391626233715,103.846243540344
301,122 LOR 2 TOA PAYOH,1.33980523961553,103.846281196306
302,138C LOR 1A TOA PAYOH,1.33626413671063,103.844907413472
303,10 JOO SENG RD,1.33461833377097,103.88016502252
304,494J TAMPINES ST 45,1.36394578780556,103.954621464542
305,491C TAMPINES ST 45,1.36210016949586,103.95490902637
306,490B TAMPINES ST 45,1.36237689225229,103.956046631727
307,881 TAMPINES ST 84,1.35231180472165,103.932784284108
308,159 TAMPINES ST 12,1.3510501758764,103.946049037872
309,891A TAMPINES AVE 8,1.3487101011193,103.930963369098
310,395 TAMPINES AVE 7,1.35586379234092,103.956049133991
311,815 TAMPINES AVE 4,1.34734692651401,103.937409006158
312,811 TAMPINES AVE 4,1.34656173045585,103.937340025822
313,819 TAMPINES ST 81,1.3483964837387,103.936808711751
314,492D TAMPINES ST 45,1.3638772521599,103.954122609944
315,492G TAMPINES ST 45,1.36424140790743,103.95508531832
316,494D TAMPINES ST 43,1.36380015761494,103.953438683803
317,405 TAMPINES ST 41,1.35780969729527,103.944917697684
318,296 TAMPINES ST 22,1.35098787549144,103.955482035159
319,282 TAMPINES ST 22,1.34775409909298,103.952436774993
320,262 TAMPINES ST 21,1.35375664901938,103.950970398919
321,243 TAMPINES ST 21,1.35419527444806,103.947122094105
322,348 TAMPINES ST 33,1.35252559927253,103.963366935432
323,322 TAMPINES ST 33,1.35087595592887,103.958127135791
324,494G TAMPINES ST 45,1.36313376810873,103.95545857172
325,494H TAMPINES ST 45,1.36368314068034,103.95499248871
326,733 TAMPINES ST 71,1.3578245820795,103.933874048097
327,720 TAMPINES ST 72,1.35938894436607,103.936070829294
328,741 TAMPINES ST 72,1.36001178434431,103.933043775115
329,871A TAMPINES ST 84,1.35456842419882,103.931884752503
330,391 TAMPINES AVE 7,1.35563154080284,103.957953271748
331,496G TAMPINES AVE 9,1.36079922802584,103.950573417839
332,216 TAMPINES ST 23,1.35401799259079,103.952704018124
333,339 TAMPINES ST 33,1.35114569081609,103.959124538361
334,350 TAMPINES ST 33,1.35385109582854,103.963082353909
335,450A TAMPINES ST 42,1.35836069232233,103.952252203064
336,613 WOODLANDS AVE 4,1.4344285097579,103.796826266544
337,782C WOODLANDS CRES,1.44768422279415,103.803460439858
338,418 SERANGOON CTRL,1.34968017478362,103.875279710468
339,710 YISHUN AVE 5,1.42821779793313,103.827761264778
340,676C YISHUN RING RD,1.42148524765995,103.842476163593
341,412 YISHUN RING RD,1.4255314450295,103.84696192053
342,807 YISHUN RING RD,1.41649875808134,103.831578419935
343,236 YISHUN RING RD,1.43403211971292,103.83882419471
344,305 YISHUN CTRL,1.43086656800412,103.839425861369
345,315B YISHUN AVE 9,1.43193085614681,103.842565042895
346,674A YISHUN AVE 4,1.42064299685012,103.843114007721
347,402 YISHUN RING RD,1.42654968667614,103.847265134763
348,743 PASIR RIS ST 71,1.37729564589595,103.935564357183
349,674B YISHUN AVE 4,1.42107254833692,103.843117058752
350,458 YISHUN AVE 11,1.42066731724757,103.846207771514
351,346 YISHUN AVE 11,1.42845935062473,103.843568800254
352,432B YISHUN AVE 1,1.41909993352842,103.846461812401
353,505A YISHUN ST 51,1.41884459566005,103.84482453185
354,781 YISHUN RING RD,1.42218597186705,103.832359632875
355,279 YISHUN ST 22,1.43837258876623,103.837384298272
356,514 WOODLANDS DR 14,1.43459781347729,103.789672557945
357,161 YISHUN ST 11,1.4327862752601,103.833132900961
358,356 YISHUN RING RD,1.425310512346,103.845455692599
359,820 YISHUN ST 81,1.41309901104205,103.833867702757
360,715 YISHUN ST 71,1.42638911318203,103.826910837812
361,334B YISHUN ST 31,1.4325330290687,103.845705616567
362,335C YISHUN ST 31,1.43248777014111,103.844367368405
363,221 YISHUN ST 21,1.43372181338636,103.836068035067
364,386 YISHUN RING RD,1.42898064926516,103.846473489722
365,334C YISHUN ST 31,1.43262608290991,103.846381694939
366,867 YISHUN ST 81,1.41390605450813,103.838005165459
367,646 YISHUN ST 61,1.42211202762471,103.837491394098
368,642 YISHUN ST 61,1.42097005451488,103.837446801202
369,513C YISHUN ST 51,1.41540780549145,103.84380144741
370,453 YISHUN ST 41,1.41991034065013,103.845554822212
371,456 YISHUN ST 41,1.42036919149233,103.844403667721
372,333D YISHUN ST 31,1.43208986051752,103.846198333971
373,270 YISHUN ST 22,1.43742134106732,103.83998246407
374,742 YISHUN AVE 5,1.42972007631008,103.833109444064
375,691A WOODLANDS DR 73,1.44030360618925,103.806660428381
376,37 MARSILING DR,1.44554176156168,103.771709178755
377,842 WOODLANDS ST 82,1.44343770450452,103.792255388168
378,154 WOODLANDS ST 13,1.43468716061317,103.77543005533
379,110 WOODLANDS ST 13,1.43759759979085,103.781575573323
380,606 WOODLANDS RING RD,1.43672576257891,103.797147612705
381,694A WOODLANDS DR 62,1.43905183955493,103.804395663183
382,673C YISHUN AVE 4,1.42104894176938,103.842206525185
383,694B WOODLANDS DR 62,1.43913929900172,103.804976766892
384,620 WOODLANDS DR 52,1.43341899606696,103.798930015318
385,889D WOODLANDS DR 50,1.43778127256862,103.792079496533
386,896A WOODLANDS DR 50,1.43646755646399,103.793072616108
387,755 WOODLANDS AVE 4,1.44529965536515,103.793269737338
388,624A WOODLANDS DR 52,1.43433582747728,103.799667122109
389,624B WOODLANDS DR 52,1.43477316982474,103.799944828159
390,694C WOODLANDS DR 62,1.43882273055925,103.80571417998
391,691B WOODLANDS DR 73,1.44029961420554,103.805892481401
392,690A WOODLANDS DR 75,1.4435841754527,103.808407333102
393,628B WOODLANDS RING RD,1.43412770626454,103.800617061683
394,783A WOODLANDS RISE,1.44741684010476,103.803741535161
395,175 WOODLANDS ST 13,1.4336190304618,103.777755926451
396,522 WOODLANDS DR 14,1.43380034132242,103.793893125638
397,893D WOODLANDS DR 50,1.43631845206637,103.789947950224
398,848 WOODLANDS ST 82,1.44178218341877,103.791758139514
399,675D YISHUN AVE 4,1.41973757505546,103.842703126999
400,677A YISHUN RING RD,1.4219769108036,103.843317344784
401,424A YISHUN AVE 11,1.42322643296322,103.848049317931
402,424C YISHUN AVE 11,1.42325871209596,103.849154996435
403,345 YISHUN AVE 11,1.42847591927493,103.844070961331
404,204 TAMPINES ST 21,1.35217984684253,103.951695356215
405,504 SERANGOON NTH AVE 4,1.37355994058113,103.876188548015
406,646 PUNGGOL CTRL,1.398148804861,103.915780890415
407,267B PUNGGOL FIELD,1.40443273898382,103.897932428343
408,201C PUNGGOL FIELD,1.39933148198649,103.903711960348
409,101A PUNGGOL FIELD,1.3979461677694,103.905945136259
410,658A PUNGGOL EAST,1.40017361074941,103.919720354546
411,637C PUNGGOL DR,1.39917980664379,103.915006560993
412,652 PUNGGOL CTRL,1.3969531114107,103.915737605224
413,176D EDGEFIELD PLAINS,1.39794240618774,103.909448151668
414,203B PUNGGOL FIELD,1.39804841532732,103.903476518046
415,232C SUMANG LANE,1.40203576124081,103.890116621791
416,227A SUMANG LANE,1.40358925655806,103.892958748314
417,227B SUMANG LANE,1.40347414456338,103.893723781941
418,224A SUMANG LANE,1.40195144648238,103.892808462281
419,224C SUMANG LANE,1.40150839589079,103.894127051818
420,234B SUMANG LANE,1.40168217037576,103.891667378516
421,102C PUNGGOL FIELD,1.39876127750607,103.90493897318
422,232A SUMANG LANE,1.40218146470722,103.891041190731
423,18B HOLLAND DR,1.31101768983656,103.791451916991
424,152 MEI LING ST,1.29383157604314,103.802625136923
425,29 GHIM MOH LINK,1.30869473784381,103.784048768238
426,30 GHIM MOH LINK,1.30881985260159,103.7838389718
427,92 DAWSON RD,1.29512086158743,103.81115001607
428,52 C'WEALTH DR,1.30190334034959,103.797243238583
429,32 HOLLAND CL,1.30618489254906,103.796881195019
430,233C SUMANG LANE,1.40173289385942,103.891041221089
431,4 HOLLAND CL,1.30796826743788,103.795646469655
432,19 GHIM MOH RD,1.31143852315951,103.788298892377
433,1 GHIM MOH RD,1.31287975684307,103.786855017635
434,33 GHIM MOH LINK,1.30977118024449,103.784714017294
435,108 C'WEALTH CRES,1.30754731967127,103.799088583204
436,217C SUMANG WALK,1.402358510003,103.895494110668
437,232B SUMANG LANE,1.40229542971451,103.890631891929
438,261A PUNGGOL WAY,1.40592709928122,103.897013157327
439,316B PUNGGOL WAY,1.40894665776408,103.89792554782
440,645 PASIR RIS DR 10,1.37841964903681,103.937790479995
441,327B SUMANG WALK,1.41225569065015,103.899575835016
442,326C SUMANG WALK,1.41240459366921,103.900177817489
443,210C PUNGGOL PL,1.39965440414761,103.899915641085
444,500 PASIR RIS ST 52,1.3760245207216,103.945945712947
445,505 PASIR RIS ST 52,1.37665440089895,103.94523481723
446,266 PASIR RIS ST 21,1.3661338285701,103.963882577863
447,757 PASIR RIS ST 71,1.37717716955915,103.933579789273
448,213C PUNGGOL WALK,1.4005984949975,103.898920186089
449,759 PASIR RIS ST 71,1.37647221006,103.932761813675
450,752 PASIR RIS ST 71,1.37783520639571,103.934582519119
451,526D PASIR RIS ST 51,1.36866830502329,103.947274003279
452,552 PASIR RIS ST 51,1.36745077992385,103.952550105586
453,569 PASIR RIS ST 51,1.36965312318782,103.949169331019
454,532 SERANGOON NTH AVE 4,1.3748688262284,103.874126764503
455,622C PUNGGOL CTRL,1.4006620149821,103.910914385755
